sample_id,state,district,crop,season,soil_type,rainfall_mm,temperature_c,humidity_percent,soil_moisture_percent,nitrogen,phosphorus,potassium,ph,ndvi,evi,latitude,longitude,area_hectare,yield_ton_per_hectare,crop_health_status
AGRI-0144,Madhya Pradesh,D2,Wheat,Kharif,Sandy,902.61,21.68,87.18,36.87,114.74,64.25,92.01,7.79,0.806,0.17,25.89473,76.48838,3.01,8.38,Healthy
AGRI-0145,Madhya Pradesh,D3,Sugarcane,Rabi,Loam,710.67,29.54,44.34,31.22,109.44,82.18,86.32,5.75,0.203,0.324,26.55277,70.29712,5.23,7.38,Poor
AGRI-0146,Rajasthan,D4,Maize,Kharif,Black Soil,1160.85,21.1,88.11,25.65,23.67,40.86,125.76,5.94,0.749,0.183,30.07746,70.77242,1.02,6.44,Moderate
AGRI-0147,Uttar Pradesh,D1,Wheat,Zaid,Sandy,390.38,25.12,35.82,24.25,30.02,72.33,143.24,5.82,0.573,0.629,18.24423,80.34873,1.59,7.84,Moderate
AGRI-0148,Uttar Pradesh,D5,Sugarcane,Kharif,Alluvial,872.25,31.94,61.46,34.35,25.4,67.98,154.98,6.8,0.562,0.55,15.04186,80.14964,4.6,11.03,Moderate
AGRI-0149,Punjab,D3,Rice,Zaid,Alluvial,719.96,29.2,53.34,44.08,56.82,14.76,65.44,6.13,0.85,0.555,23.35194,72.26744,0.96,9.96,Healthy
AGRI-0150,Madhya Pradesh,D2,Maize,Kharif,Black Soil,1362.59,25.73,59.7,29.86,76.02,56.52,131.82,5.54,0.703,0.491,17.97747,77.48846,7.11,8.61,Moderate
AGRI-0151,Uttar Pradesh,D2,Maize,Rabi,Silty,363.2,26.4,66.39,41.69,78.56,20.42,49.49,6.59,0.775,0.404,22.27036,85.26612,1.57,7.89,Healthy
AGRI-0152,Uttar Pradesh,D3,Rice,Kharif,Alluvial,958.1,29.24,58.96,26.48,49.44,87.39,96.38,8.06,0.428,0.19,18.07966,71.48403,5.55,6.92,Poor
AGRI-0153,Punjab,D2,Sugarcane,Kharif,Silty,1164.73,18.12,57.82,15.69,120.28,74.91,45.18,7.0,0.568,0.298,11.6719,68.38421,3.43,10.61,Moderate
AGRI-0154,Uttar Pradesh,D4,Cotton,Kharif,Silty,883.52,19.57,75.3,14.21,60.51,18.78,68.64,8.07,0.611,0.182,19.26624,81.0399,3.5,5.24,Poor
AGRI-0155,Karnataka,D1,Rice,Rabi,Silty,443.94,35.63,72.72,13.85,25.01,19.74,150.39,5.69,0.405,0.535,24.58203,69.06996,6.24,4.78,Poor
AGRI-0156,Haryana,D4,Sugarcane,Kharif,Clay,1419.71,19.56,80.83,25.69,53.02,57.56,40.45,5.58,0.579,0.196,27.18281,87.5988,4.25,9.79,Moderate
AGRI-0157,Rajasthan,D2,Rice,Rabi,Sandy,919.81,32.14,48.75,24.14,78.42,37.59,108.54,7.01,0.346,0.521,19.83983,80.19241,5.94,7.2,Poor
AGRI-0158,Haryana,D5,Rice,Zaid,Sandy,1025.6,36.4,68.52,37.85,64.9,12.79,103.01,6.62,0.28,0.515,11.96571,77.40793,4.29,6.75,Poor
AGRI-0159,Punjab,D1,Wheat,Kharif,Alluvial,610.27,23.41,67.19,38.74,50.12,53.33,36.9,7.31,0.442,0.376,17.95251,76.59985,4.95,6.13,Moderate
AGRI-0160,Maharashtra,D1,Sugarcane,Rabi,Alluvial,881.85,25.41,55.34,13.83,34.45,41.03,65.64,7.78,0.698,0.181,26.87105,79.46141,6.21,9.35,Moderate
AGRI-0161,Rajasthan,D3,Cotton,Rabi,Silty,822.06,29.38,61.73,19.96,110.11,18.09,98.82,7.63,0.821,0.289,17.90862,69.81249,5.05,6.05,Healthy
AGRI-0162,Punjab,D3,Wheat,Kharif,Clay,432.39,35.63,52.26,21.87,129.58,74.15,46.21,8.3,0.5,0.292,24.71674,86.60038,5.12,6.67,Poor
AGRI-0163,Madhya Pradesh,D5,Rice,Zaid,Silty,466.78,36.84,42.8,31.71,56.25,83.21,132.09,6.39,0.63,0.52,20.17313,80.51284,6.42,8.04,Moderate
AGRI-0164,Maharashtra,D1,Soybean,Rabi,Clay,1271.22,32.79,46.76,17.2,61.98,70.53,156.1,5.72,0.252,0.168,13.78936,71.67957,7.62,4.78,Poor
AGRI-0165,Haryana,D5,Rice,Kharif,Silty,613.8,19.73,40.8,16.82,87.98,75.79,50.07,6.93,0.813,0.597,27.10761,79.25162,3.33,8.85,Moderate
AGRI-0166,Punjab,D3,Rice,Zaid,Loam,564.45,31.38,72.57,45.98,99.03,27.32,46.17,5.39,0.578,0.557,10.02112,70.66513,4.83,8.36,Moderate
AGRI-0167,Madhya Pradesh,D3,Sugarcane,Rabi,Loam,905.4,26.21,71.34,40.95,63.12,31.09,83.69,6.01,0.726,0.212,20.59737,68.35105,1.15,11.36,Healthy
AGRI-0168,Rajasthan,D1,Sugarcane,Rabi,Black Soil,1195.62,27.41,87.28,18.5,119.54,26.68,124.69,5.73,0.736,0.531,13.01338,80.61034,3.19,12.11,Healthy
AGRI-0169,Rajasthan,D4,Wheat,Zaid,Silty,418.14,18.98,75.13,26.64,81.6,71.21,59.42,6.39,0.36,0.501,9.60958,80.96967,3.59,5.47,Poor
AGRI-0170,Tamil Nadu,D2,Cotton,Zaid,Alluvial,984.49,21.82,37.86,24.8,69.54,85.83,22.78,5.39,0.55,0.549,20.07041,79.67393,6.76,4.89,Poor
AGRI-0171,Madhya Pradesh,D3,Wheat,Kharif,Sandy,481.13,33.81,83.63,40.48,91.13,67.35,95.77,5.11,0.852,0.213,19.98949,71.66966,4.35,7.75,Healthy
AGRI-0172,Karnataka,D3,Maize,Kharif,Black Soil,390.11,27.08,82.45,30.37,124.81,80.52,153.92,7.3,0.243,0.195,24.96562,80.0686,5.98,6.3,Moderate
AGRI-0173,Uttar Pradesh,D4,Rice,Rabi,Alluvial,408.02,24.03,59.38,16.6,107.4,61.1,74.78,7.14,0.658,0.242,25.87402,69.13022,0.64,8.9,Moderate
AGRI-0174,Maharashtra,D4,Soybean,Zaid,Loam,1267.58,25.68,67.22,38.6,24.4,41.01,78.82,7.48,0.854,0.32,25.467,80.18477,3.98,7.63,Healthy
AGRI-0175,Madhya Pradesh,D5,Rice,Zaid,Silty,479.77,35.09,88.68,26.29,56.55,44.06,155.65,7.31,0.39,0.576,17.82941,79.08034,7.26,6.36,Poor
AGRI-0176,Tamil Nadu,D5,Rice,Zaid,Black Soil,399.67,32.98,64.28,21.47,71.76,16.03,117.25,5.4,0.783,0.543,23.16055,81.1051,2.18,7.72,Moderate
AGRI-0177,Uttar Pradesh,D2,Wheat,Rabi,Silty,831.69,23.45,84.79,25.52,54.6,12.52,120.68,6.02,0.834,0.655,21.84669,85.90951,0.74,7.29,Healthy
AGRI-0178,Uttar Pradesh,D2,Soybean,Zaid,Loam,1278.39,20.35,39.57,29.92,97.02,65.64,98.78,5.45,0.703,0.135,18.11748,85.00716,3.75,7.7,Moderate
AGRI-0179,Punjab,D1,Soybean,Zaid,Black Soil,638.65,23.04,45.51,24.35,110.89,45.07,156.45,7.95,0.342,0.107,22.3331,87.61308,5.78,5.62,Poor
AGRI-0180,Uttar Pradesh,D5,Soybean,Rabi,Loam,813.88,36.42,59.24,20.71,100.45,54.18,116.44,7.61,0.414,0.519,30.73395,87.52482,3.91,5.62,Poor
AGRI-0181,Karnataka,D3,Wheat,Kharif,Clay,393.91,29.63,67.16,26.35,128.83,54.61,145.3,5.71,0.205,0.268,12.62945,83.44639,3.95,5.94,Poor
AGRI-0182,Rajasthan,D5,Rice,Kharif,Loam,843.99,28.67,79.89,12.69,49.98,32.19,117.91,6.19,0.762,0.3,29.73853,87.12839,5.52,8.34,Moderate
AGRI-0183,Tamil Nadu,D3,Wheat,Rabi,Silty,985.37,29.93,89.35,39.81,116.25,48.07,122.92,8.38,0.775,0.428,9.28293,85.34568,2.41,9.03,Healthy
AGRI-0184,Uttar Pradesh,D4,Sugarcane,Zaid,Sandy,978.0,25.32,56.39,18.15,104.33,47.66,60.66,7.08,0.623,0.161,15.40134,82.55165,6.14,10.28,Moderate
AGRI-0185,Punjab,D5,Sugarcane,Rabi,Loam,715.67,34.14,37.61,13.58,59.84,41.07,62.49,7.8,0.427,0.486,14.91549,69.50769,1.65,7.01,Poor
AGRI-0186,Karnataka,D4,Wheat,Kharif,Alluvial,697.09,28.47,79.06,35.53,100.75,75.65,129.62,5.93,0.234,0.295,23.03276,68.981,3.47,6.39,Moderate
AGRI-0187,Haryana,D2,Soybean,Kharif,Sandy,467.29,20.33,68.24,39.86,31.45,46.09,61.54,5.74,0.707,0.48,11.1494,84.75199,5.42,6.43,Moderate
AGRI-0188,Rajasthan,D2,Rice,Rabi,Clay,753.48,20.58,45.92,41.3,106.83,58.29,98.79,7.74,0.689,0.6,29.17634,77.79312,6.71,10.47,Moderate
AGRI-0189,Rajasthan,D1,Wheat,Rabi,Black Soil,459.44,28.74,62.22,29.77,78.56,81.64,54.91,7.4,0.819,0.203,27.88523,84.29213,6.44,7.89,Healthy
AGRI-0190,Tamil Nadu,D5,Wheat,Kharif,Black Soil,1193.26,36.73,75.83,19.39,52.15,79.3,134.38,7.38,0.691,0.659,23.64958,74.25837,5.91,7.56,Moderate
AGRI-0191,Rajasthan,D4,Wheat,Rabi,Sandy,1412.9,24.17,77.37,38.54,92.14,81.23,35.47,6.93,0.76,0.418,19.00193,75.953,3.19,9.65,Healthy
AGRI-0192,Uttar Pradesh,D3,Maize,Kharif,Black Soil,1417.08,35.39,62.48,37.19,90.58,31.6,136.12,6.97,0.702,0.654,30.39095,82.00373,1.42,8.0,Healthy
AGRI-0193,Punjab,D2,Sugarcane,Rabi,Loam,1301.58,33.28,51.79,20.87,43.04,12.8,104.38,7.57,0.621,0.225,27.93792,86.30653,2.13,9.63,Moderate
AGRI-0194,Rajasthan,D2,Soybean,Rabi,Sandy,1010.87,22.96,88.56,44.52,23.34,30.89,46.17,5.95,0.479,0.463,19.98356,69.75523,6.99,5.93,Moderate
AGRI-0195,Rajasthan,D3,Cotton,Rabi,Silty,1120.95,18.73,71.48,15.76,67.7,32.3,95.88,6.23,0.811,0.342,24.84496,85.22956,6.93,5.81,Moderate
AGRI-0196,Haryana,D4,Soybean,Kharif,Loam,663.73,20.04,57.45,47.38,82.65,82.75,59.55,8.05,0.636,0.565,21.60632,83.86025,7.64,6.92,Moderate
AGRI-0197,Haryana,D4,Cotton,Rabi,Loam,1043.85,32.57,50.43,42.97,116.43,61.94,65.29,6.08,0.459,0.464,22.11061,74.31079,1.07,5.85,Moderate
AGRI-0198,Maharashtra,D5,Maize,Kharif,Loam,851.21,21.99,75.21,36.76,122.1,16.54,69.21,6.91,0.238,0.397,15.94343,75.10433,4.53,4.74,Moderate
AGRI-0199,Karnataka,D5,Wheat,Kharif,Silty,880.22,25.43,48.32,45.79,78.17,20.83,28.86,7.46,0.383,0.648,19.09003,68.92923,5.37,6.48,Moderate
AGRI-0200,Uttar Pradesh,D1,Maize,Rabi,Clay,1183.55,28.03,44.44,38.0,102.92,22.45,158.03,8.5,0.561,0.326,9.87491,68.31481,5.83,8.59,Moderate
AGRI-0201,Rajasthan,D2,Maize,Rabi,Alluvial,660.11,32.51,64.14,18.86,68.32,60.43,24.41,6.52,0.373,0.232,16.57637,77.54012,5.33,5.52,Poor
AGRI-0202,Madhya Pradesh,D5,Rice,Kharif,Black Soil,699.84,20.26,50.95,27.92,102.07,68.83,112.75,6.5,0.335,0.465,24.69988,69.91079,6.28,6.07,Poor
AGRI-0203,Rajasthan,D4,Sugarcane,Kharif,Sandy,1367.11,26.13,69.59,14.57,42.53,78.77,71.97,7.95,0.549,0.474,30.87718,71.88004,3.2,9.11,Moderate
AGRI-0204,Punjab,D3,Cotton,Zaid,Clay,411.85,27.7,41.49,26.03,60.82,85.25,110.44,7.82,0.299,0.363,31.11354,84.93534,1.85,4.68,Poor
AGRI-0205,Maharashtra,D4,Wheat,Kharif,Sandy,884.2,28.82,71.02,38.7,89.77,26.14,69.87,7.56,0.74,0.392,21.33735,79.42057,2.03,8.28,Healthy
AGRI-0206,Karnataka,D2,Cotton,Zaid,Black Soil,1354.08,34.37,50.58,25.91,22.0,34.78,114.33,6.62,0.519,0.676,22.55893,80.67265,0.59,3.97,Poor
AGRI-0207,Madhya Pradesh,D4,Soybean,Zaid,Silty,1021.4,21.43,35.01,23.89,99.47,29.23,122.09,6.13,0.582,0.54,12.45731,71.74959,3.13,6.87,Moderate
AGRI-0208,Maharashtra,D1,Cotton,Zaid,Loam,951.05,34.16,41.98,33.43,111.91,38.7,116.68,7.13,0.283,0.166,24.68739,84.57324,1.19,5.24,Poor
AGRI-0209,Tamil Nadu,D2,Soybean,Rabi,Loam,624.72,31.86,86.35,43.4,63.91,83.17,35.95,8.07,0.407,0.227,9.69581,85.3596,2.91,5.13,Moderate
AGRI-0210,Karnataka,D3,Sugarcane,Rabi,Silty,727.6,29.12,82.7,13.71,69.27,56.01,111.97,8.09,0.467,0.685,14.83246,78.46655,5.21,8.98,Poor
AGRI-0211,Rajasthan,D1,Soybean,Kharif,Clay,1287.25,31.99,47.85,25.88,113.64,69.06,59.2,5.38,0.746,0.536,24.04072,86.25116,7.21,6.99,Moderate
AGRI-0212,Rajasthan,D2,Cotton,Zaid,Clay,965.14,26.24,77.81,17.7,105.32,49.21,24.03,6.5,0.719,0.649,15.44744,84.89657,6.8,5.81,Healthy
AGRI-0213,Karnataka,D3,Cotton,Rabi,Sandy,916.22,20.77,68.47,37.03,51.7,12.31,78.08,6.63,0.336,0.282,9.19632,82.62648,2.4,4.33,Moderate
AGRI-0214,Rajasthan,D1,Soybean,Rabi,Silty,459.54,31.32,88.4,15.81,55.64,15.14,80.7,8.42,0.611,0.545,27.96489,82.68152,1.51,4.14,Moderate
AGRI-0215,Uttar Pradesh,D1,Maize,Rabi,Clay,367.63,28.49,55.55,35.93,94.68,53.03,85.4,7.37,0.35,0.528,15.44792,70.10787,1.95,6.28,Moderate
AGRI-0216,Karnataka,D2,Sugarcane,Rabi,Silty,1410.05,30.79,72.48,22.3,81.95,67.5,118.68,6.43,0.872,0.277,9.51453,73.41672,7.78,13.06,Healthy
AGRI-0217,Maharashtra,D5,Rice,Rabi,Black Soil,764.68,24.76,38.49,19.16,37.85,27.23,63.24,5.09,0.846,0.43,9.79492,69.33694,4.62,8.28,Moderate
AGRI-0218,Karnataka,D1,Wheat,Zaid,Loam,1013.53,36.14,56.79,45.71,54.09,67.75,64.14,6.98,0.574,0.476,14.04221,68.17362,1.87,7.94,Moderate
AGRI-0219,Madhya Pradesh,D1,Cotton,Zaid,Loam,437.69,29.75,88.01,12.67,119.0,74.85,28.48,5.34,0.669,0.389,12.27238,71.16619,6.81,4.49,Moderate
AGRI-0220,Rajasthan,D3,Wheat,Zaid,Loam,1101.43,19.71,64.64,27.76,95.7,42.95,116.15,7.92,0.741,0.596,26.5832,85.60974,3.46,8.55,Moderate
AGRI-0221,Uttar Pradesh,D4,Rice,Zaid,Silty,1375.82,27.0,50.83,12.78,128.46,69.71,99.5,7.63,0.685,0.6,15.72042,72.79748,7.24,10.35,Moderate
AGRI-0222,Uttar Pradesh,D2,Wheat,Kharif,Silty,983.23,33.13,41.61,29.41,104.37,42.32,68.92,6.61,0.67,0.61,27.3127,87.40308,2.46,7.75,Moderate
AGRI-0223,Tamil Nadu,D2,Rice,Zaid,Sandy,488.73,33.88,73.69,30.04,123.62,64.27,118.73,6.5,0.851,0.582,12.1723,79.94582,3.45,10.24,Healthy
AGRI-0224,Maharashtra,D5,Soybean,Rabi,Loam,989.89,27.89,70.47,23.58,43.78,71.12,95.23,8.14,0.598,0.393,19.8291,72.74517,4.29,5.85,Moderate
AGRI-0225,Haryana,D5,Maize,Zaid,Sandy,1192.98,35.89,55.57,16.76,104.86,89.35,85.69,6.01,0.625,0.329,24.51289,77.94262,7.19,7.76,Moderate
AGRI-0226,Haryana,D2,Cotton,Kharif,Loam,797.06,23.35,87.3,25.55,22.22,37.63,91.59,5.87,0.774,0.599,23.64778,72.3819,7.02,5.8,Moderate
AGRI-0227,Karnataka,D5,Rice,Rabi,Sandy,1317.82,26.21,36.22,36.2,93.78,42.88,109.09,8.29,0.649,0.394,22.42711,87.67947,4.81,10.24,Moderate
AGRI-0228,Tamil Nadu,D3,Wheat,Zaid,Sandy,1063.55,35.97,51.7,40.17,71.62,23.25,112.4,7.83,0.693,0.248,30.19572,84.9453,2.16,7.72,Moderate
AGRI-0229,Punjab,D2,Cotton,Zaid,Black Soil,1339.17,35.93,85.66,31.11,58.14,26.33,60.45,7.87,0.344,0.404,13.4846,68.52478,3.53,4.88,Poor
AGRI-0230,Karnataka,D5,Maize,Zaid,Sandy,1035.86,31.71,52.65,33.23,114.86,65.47,39.7,5.68,0.44,0.185,19.84926,86.95552,7.82,7.41,Moderate
AGRI-0231,Tamil Nadu,D2,Soybean,Rabi,Silty,494.42,35.18,48.87,19.22,113.97,83.36,41.93,5.5,0.283,0.515,29.21582,82.4213,5.06,5.12,Poor
AGRI-0232,Maharashtra,D4,Cotton,Rabi,Sandy,690.66,19.78,64.38,22.34,22.45,41.57,109.51,5.09,0.534,0.302,9.86945,69.64763,6.36,4.05,Poor
AGRI-0233,Maharashtra,D1,Rice,Kharif,Loam,571.97,35.3,80.31,17.83,87.05,24.39,142.2,5.83,0.499,0.256,9.34132,81.41275,3.87,7.31,Poor
AGRI-0234,Maharashtra,D2,Maize,Rabi,Sandy,1349.71,24.41,40.67,20.97,60.46,32.81,77.33,7.71,0.878,0.674,13.59925,80.93853,4.49,8.97,Moderate
AGRI-0235,Maharashtra,D1,Wheat,Rabi,Clay,1186.44,21.57,86.87,20.1,65.72,46.4,43.73,5.84,0.608,0.566,23.19251,72.37577,3.72,6.99,Moderate
AGRI-0236,Maharashtra,D5,Maize,Zaid,Alluvial,1094.04,22.79,78.73,30.7,111.52,33.25,125.92,7.55,0.731,0.572,14.23711,83.16893,5.77,8.96,Healthy
AGRI-0237,Tamil Nadu,D1,Maize,Rabi,Loam,681.06,26.36,44.97,32.26,54.08,28.69,136.55,5.88,0.414,0.474,12.56576,69.74129,6.89,6.33,Moderate
AGRI-0238,Tamil Nadu,D2,Sugarcane,Zaid,Clay,552.45,23.02,74.16,46.02,123.74,68.88,143.28,6.38,0.762,0.604,19.01126,77.7889,4.31,12.1,Healthy
AGRI-0239,Uttar Pradesh,D4,Maize,Zaid,Loam,1182.1,24.41,56.17,19.04,39.76,10.63,104.96,8.44,0.611,0.555,22.72635,68.19846,4.11,6.23,Moderate
AGRI-0240,Madhya Pradesh,D5,Maize,Rabi,Silty,871.57,20.7,57.13,35.1,92.9,53.14,140.5,5.86,0.668,0.459,13.96538,87.37475,3.05,7.09,Moderate
AGRI-0241,Haryana,D2,Cotton,Kharif,Alluvial,598.37,23.92,78.08,41.42,93.93,73.5,22.16,6.32,0.386,0.677,15.21659,83.03127,1.83,5.09,Moderate
AGRI-0242,Rajasthan,D5,Wheat,Kharif,Alluvial,1028.28,29.45,87.95,32.17,47.74,31.3,35.01,6.05,0.564,0.215,22.72542,71.17704,7.54,7.05,Moderate
AGRI-0243,Maharashtra,D3,Cotton,Rabi,Silty,394.37,26.84,41.97,21.18,55.72,58.26,32.96,5.38,0.624,0.666,30.69772,74.83348,2.87,4.95,Moderate
AGRI-0244,Punjab,D1,Cotton,Kharif,Alluvial,708.79,24.93,58.13,21.45,111.83,63.51,119.76,6.71,0.592,0.341,24.1938,71.21125,6.51,6.5,Moderate
AGRI-0245,Rajasthan,D3,Rice,Zaid,Silty,865.41,32.93,61.45,13.41,103.8,62.4,29.74,6.33,0.821,0.417,26.7897,83.33235,5.87,9.13,Moderate
AGRI-0246,Tamil Nadu,D2,Cotton,Zaid,Clay,512.75,35.87,55.7,23.0,56.2,45.67,89.49,7.43,0.809,0.174,16.80344,69.17793,6.43,5.27,Moderate
AGRI-0247,Punjab,D4,Sugarcane,Rabi,Black Soil,1433.12,33.14,54.98,38.81,78.74,37.73,86.18,7.86,0.86,0.424,14.5341,84.80813,7.53,12.53,Healthy
AGRI-0248,Punjab,D5,Sugarcane,Kharif,Loam,580.01,24.64,37.87,13.71,26.78,76.87,63.5,6.9,0.647,0.467,18.90243,86.84393,5.18,8.15,Moderate
AGRI-0249,Punjab,D1,Rice,Kharif,Silty,493.39,32.89,72.7,19.89,42.96,70.68,141.86,5.11,0.86,0.699,27.37119,81.53256,7.23,8.92,Moderate
AGRI-0250,Uttar Pradesh,D5,Soybean,Zaid,Loam,573.89,21.04,58.99,37.42,73.44,35.7,43.86,7.17,0.763,0.685,18.95119,72.25931,1.76,6.55,Healthy
AGRI-0251,Tamil Nadu,D2,Wheat,Rabi,Clay,1195.97,20.61,45.71,40.18,29.46,18.24,69.34,5.19,0.37,0.68,28.32141,75.2018,5.2,6.11,Poor
AGRI-0252,Punjab,D5,Wheat,Kharif,Black Soil,818.06,24.91,79.88,28.39,112.77,15.74,128.38,7.16,0.479,0.309,31.73053,77.5448,6.29,7.32,Moderate
AGRI-0253,Maharashtra,D1,Cotton,Rabi,Clay,971.96,34.15,79.14,37.13,98.98,17.54,24.26,7.4,0.347,0.695,9.72864,80.0925,2.54,4.78,Moderate
AGRI-0254,Karnataka,D2,Cotton,Kharif,Alluvial,373.11,22.93,61.75,25.97,123.8,56.63,114.21,5.69,0.183,0.373,9.08984,81.37326,6.06,3.47,Poor
AGRI-0255,Punjab,D5,Soybean,Zaid,Loam,387.87,19.27,51.41,17.76,96.28,14.13,134.3,7.87,0.312,0.611,11.59015,79.08429,6.34,4.24,Poor
AGRI-0256,Uttar Pradesh,D4,Cotton,Zaid,Black Soil,840.41,20.63,70.1,26.33,123.44,36.95,150.52,8.19,0.183,0.23,17.22487,75.02628,6.73,4.04,Poor
AGRI-0257,Rajasthan,D2,Wheat,Rabi,Alluvial,1248.32,35.17,50.85,32.88,81.0,70.26,142.68,7.85,0.684,0.403,11.14501,85.81835,2.85,8.43,Moderate
AGRI-0258,Tamil Nadu,D2,Maize,Zaid,Black Soil,1323.76,30.68,47.98,46.13,86.02,33.55,64.71,6.07,0.478,0.68,28.89595,69.62784,5.61,7.14,Moderate
AGRI-0259,Madhya Pradesh,D4,Sugarcane,Kharif,Alluvial,445.38,23.06,75.18,14.48,127.47,71.06,102.09,7.05,0.399,0.668,8.55551,77.32512,2.78,8.81,Moderate
AGRI-0260,Uttar Pradesh,D3,Maize,Zaid,Clay,942.2,29.11,37.22,30.27,90.63,69.64,30.82,8.2,0.713,0.51,15.57903,83.5113,6.04,7.73,Moderate
AGRI-0261,Punjab,D1,Maize,Rabi,Silty,1354.55,28.55,40.21,23.84,23.39,29.67,56.1,6.12,0.763,0.579,12.43267,69.21745,3.97,7.05,Moderate
AGRI-0262,Tamil Nadu,D3,Wheat,Rabi,Loam,776.77,31.11,35.37,30.3,99.62,68.31,33.19,7.87,0.863,0.206,30.35694,82.1067,4.98,9.04,Healthy
AGRI-0263,Karnataka,D5,Maize,Rabi,Sandy,1262.52,22.66,43.41,12.86,119.6,69.82,64.13,5.03,0.629,0.533,24.06754,84.39423,3.62,7.06,Moderate
AGRI-0264,Punjab,D4,Soybean,Kharif,Sandy,497.07,35.29,38.79,23.27,107.51,41.8,142.53,5.01,0.503,0.471,29.88873,81.21663,1.71,5.16,Poor
AGRI-0265,Uttar Pradesh,D3,Rice,Kharif,Clay,1378.93,24.19,89.77,41.52,84.22,26.83,68.6,7.66,0.394,0.155,31.33589,68.25874,1.84,9.01,Moderate
AGRI-0266,Haryana,D2,Cotton,Kharif,Loam,1176.57,31.88,50.88,31.94,93.84,51.7,98.67,7.67,0.336,0.168,19.93036,71.60274,1.08,5.64,Poor
AGRI-0267,Maharashtra,D5,Rice,Kharif,Loam,1385.47,18.32,43.21,28.22,128.92,83.71,80.67,7.76,0.329,0.165,13.62366,74.84226,5.14,7.97,Poor
AGRI-0268,Madhya Pradesh,D5,Sugarcane,Kharif,Clay,1094.28,25.45,48.25,22.28,29.97,61.17,84.25,8.26,0.466,0.535,12.64949,72.6738,6.86,8.83,Poor
AGRI-0269,Rajasthan,D3,Cotton,Zaid,Loam,749.74,25.03,86.49,22.73,93.4,23.83,155.74,5.41,0.874,0.185,13.35005,87.25304,0.66,6.77,Healthy
AGRI-0270,Uttar Pradesh,D3,Maize,Kharif,Silty,1382.0,28.87,63.61,25.79,51.17,64.62,61.46,5.81,0.181,0.381,25.00624,81.03188,1.0,6.2,Poor
AGRI-0271,Tamil Nadu,D4,Sugarcane,Kharif,Clay,653.12,19.45,55.06,42.08,90.41,44.18,107.83,8.16,0.318,0.314,8.9707,73.93942,3.93,8.33,Poor
AGRI-0272,Madhya Pradesh,D1,Cotton,Zaid,Silty,715.39,33.8,83.04,46.82,86.84,57.32,78.81,5.62,0.312,0.43,9.23267,86.59395,6.03,5.0,Moderate
AGRI-0273,Madhya Pradesh,D3,Soybean,Kharif,Loam,1120.89,22.36,56.72,27.79,36.88,68.73,28.56,7.39,0.682,0.524,22.59543,82.81188,1.68,6.02,Moderate
AGRI-0274,Madhya Pradesh,D3,Soybean,Rabi,Clay,1191.85,31.54,53.43,26.16,42.74,51.2,88.51,6.86,0.427,0.511,23.40937,73.69214,2.54,5.08,Moderate
AGRI-0275,Punjab,D2,Soybean,Kharif,Loam,1372.34,34.06,46.4,42.48,88.38,75.12,133.87,5.29,0.5,0.409,23.96631,75.57763,2.24,7.14,Moderate
AGRI-0276,Maharashtra,D5,Soybean,Kharif,Clay,575.28,29.24,55.78,27.37,34.11,67.77,33.83,6.0,0.284,0.379,16.92513,71.98858,3.49,4.08,Poor
AGRI-0277,Punjab,D1,Maize,Rabi,Loam,1227.8,32.82,52.42,31.87,49.17,59.21,29.74,6.82,0.463,0.339,27.34268,87.42148,2.19,6.2,Moderate
AGRI-0278,Tamil Nadu,D2,Rice,Rabi,Silty,1162.4,31.24,72.25,20.31,111.88,22.06,41.51,7.98,0.252,0.617,20.80699,78.34593,3.14,6.98,Poor
AGRI-0279,Punjab,D4,Cotton,Rabi,Silty,420.17,25.11,50.93,38.77,55.98,76.88,127.02,7.48,0.553,0.299,10.53118,85.92113,5.96,5.45,Moderate
AGRI-0280,Haryana,D4,Maize,Rabi,Loam,775.95,34.18,66.75,31.15,73.69,84.87,121.36,7.18,0.249,0.256,27.13038,74.93,5.08,5.81,Poor
AGRI-0281,Maharashtra,D3,Soybean,Kharif,Clay,661.04,23.89,38.62,41.13,123.53,20.96,99.1,6.74,0.733,0.546,30.87363,85.21683,1.11,6.92,Healthy
AGRI-0282,Maharashtra,D3,Rice,Rabi,Sandy,684.94,29.42,45.52,40.11,44.99,49.06,85.55,6.05,0.577,0.316,9.44087,69.07774,5.28,8.02,Moderate
AGRI-0283,Tamil Nadu,D4,Sugarcane,Rabi,Silty,1431.24,32.91,57.41,19.74,62.86,30.71,144.37,5.42,0.687,0.608,17.39243,87.64181,4.08,11.36,Moderate
AGRI-0284,Rajasthan,D3,Sugarcane,Zaid,Silty,1057.06,25.58,86.53,37.76,86.71,70.36,127.34,6.43,0.473,0.297,19.70039,86.24069,7.51,10.65,Healthy
AGRI-0285,Haryana,D1,Sugarcane,Rabi,Alluvial,1139.44,24.06,55.75,40.8,103.09,67.73,133.67,5.1,0.447,0.521,11.5153,75.26406,2.67,10.6,Moderate
AGRI-0286,Uttar Pradesh,D3,Soybean,Rabi,Sandy,1424.28,27.19,71.52,24.46,119.18,21.27,133.86,5.74,0.249,0.127,28.82501,83.49444,5.95,6.11,Moderate
AGRI-0287,Punjab,D5,Sugarcane,Zaid,Loam,764.92,34.36,49.03,18.21,120.7,80.16,109.98,6.51,0.547,0.331,14.81959,83.04516,5.98,9.35,Moderate
